# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2023-09-19T19:14:50.499Z
#
# Location: GEO 62.38N 215.0E, URSI-Code GA762 GAKONA
# Instrument: Ionosonde, Model: DPS-4D
#
# Query for measurement intervals of time:
# 2018-07-02T21:00:00.000Z - 2019-07-02T03:00:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foE [MHz] - E layer critical frequency
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of GA762 data provider
#
#Time                     CS   foE QD
2018-07-08T04:00:10.000Z  80  2.40 //
2018-07-08T04:07:40.000Z  80  2.38 //
2018-07-08T04:15:10.000Z  80  2.33 //
2018-07-08T04:22:40.000Z  80  2.28 //
2018-07-08T04:30:10.000Z  80  2.31 //
2018-07-08T04:37:40.000Z  80  2.08 //
2018-07-08T04:45:10.000Z  70  2.20 //
2018-07-08T04:52:40.000Z  80  2.20 //
2018-07-08T05:07:40.000Z  60  1.93 //
2018-07-08T05:15:10.000Z  80  1.88 //
2018-07-08T05:22:40.000Z  80  1.83 //
2018-07-08T05:30:10.000Z  70  2.01 //
2018-07-08T05:37:40.000Z  80  1.96 //
2018-07-08T05:45:10.000Z  80  1.90 //
2018-07-08T05:52:40.000Z  80  1.83 //
2018-07-08T06:00:10.000Z   0  1.63 //
2018-07-08T06:07:40.000Z  70  1.58 //
2018-07-08T06:15:10.000Z  70  1.73 //
2018-07-08T06:30:10.000Z  80  1.53 //
2018-07-08T06:45:10.000Z  70  1.46 //
2018-07-08T07:00:10.000Z  70  1.38 //
2018-07-08T07:52:40.000Z  70  0.93 //
2018-07-08T08:15:10.000Z  70  0.75 //
2018-07-08T08:30:10.000Z  70  0.65 //
2018-07-08T08:45:10.000Z  70  0.65 //
2018-07-08T08:52:40.000Z  65  0.68 //
2018-07-08T09:00:10.000Z  70  0.78 //
2018-07-08T09:07:40.000Z  70  0.68 //
2018-07-08T09:30:10.000Z  60  0.63 //
2018-07-08T09:45:10.000Z  60  0.63 //
2018-07-08T09:52:40.000Z  65  0.68 //
2018-07-08T10:37:40.000Z  70  0.78 //
2018-07-08T11:00:10.000Z  65  0.78 //
2018-07-08T11:15:10.000Z  70  0.63 //
2018-07-08T11:22:40.000Z  70  0.73 //
2018-07-08T11:30:10.000Z  70  0.63 //
2018-07-08T12:00:10.000Z  65  1.23 //
2018-07-08T12:52:40.000Z  45  1.48 //
2018-07-08T13:15:10.000Z  70  1.38 //
2018-07-08T13:30:10.000Z  20  1.46 //
2018-07-08T13:52:40.000Z  75  1.88 //
2018-07-08T14:15:10.000Z  75  1.93 //
2018-07-08T14:37:40.000Z  75  1.98 //
2018-07-08T14:45:10.000Z  75  2.11 //
2018-07-08T15:00:10.000Z  60  1.96 //
2018-07-08T16:00:10.000Z  50  2.51 //
2018-07-08T17:30:10.000Z  70  2.65 //
2018-07-08T17:37:40.000Z  65  2.61 //
2018-07-08T17:45:10.000Z  70  2.88 //
2018-07-08T17:52:40.000Z  70  2.48 //
2018-07-08T18:00:10.000Z  70  2.90 //
2018-07-08T18:15:10.000Z  70  2.93 //
2018-07-08T18:22:40.000Z  45  2.76 //
2018-07-08T18:30:10.000Z  65  2.76 //
2018-07-08T18:37:40.000Z  65  2.78 //
2018-07-08T18:45:10.000Z  65  2.81 //
2018-07-08T18:52:40.000Z  70  3.01 //
2018-07-08T19:00:10.000Z  70  3.03 //
2018-07-08T19:07:40.000Z  75  3.03 //
2018-07-08T19:15:10.000Z  65  2.76 //
2018-07-08T19:22:40.000Z  45  3.03 //
2018-07-08T19:30:10.000Z  80  3.03 //
2018-07-08T19:37:40.000Z  75  2.88 //
2018-07-08T19:45:10.000Z  80  3.03 //
2018-07-08T19:52:40.000Z  75  3.03 //
2018-07-08T20:00:10.000Z  95  3.08 //
2018-07-08T20:07:40.000Z  85  3.03 //
2018-07-08T20:15:10.000Z  75  3.11 //
2018-07-08T20:22:40.000Z  75  3.03 //
2018-07-08T20:30:10.000Z  75  3.13 //
2018-07-08T20:37:40.000Z  95  3.08 //
2018-07-08T20:45:10.000Z  95  3.11 //
2018-07-08T20:52:40.000Z  65  3.06 //
2018-07-08T21:00:10.000Z  70  2.93 //
2018-07-08T21:07:40.000Z  75  3.13 //
2018-07-08T21:15:10.000Z  45  3.13 //
2018-07-08T21:22:40.000Z  85  3.11 //
2018-07-08T21:30:10.000Z  75  3.13 //
2018-07-08T21:37:40.000Z  65  3.15 //
2018-07-08T21:45:10.000Z  45  3.13 //
2018-07-08T21:52:40.000Z  75  3.11 //
2018-07-08T22:00:10.000Z  65  3.03 //
2018-07-08T22:15:10.000Z  95  2.95 //
2018-07-08T22:22:40.000Z  45  3.03 //
2018-07-08T22:30:10.000Z  80  3.06 //
2018-07-08T22:37:40.000Z  95  3.11 //
2018-07-08T22:45:10.000Z  80  3.03 //
2018-07-08T22:52:40.000Z  45  3.03 //
2018-07-08T23:00:10.000Z  80  3.03 //
2018-07-08T23:07:40.000Z  65  3.03 //
2018-07-08T23:15:10.000Z  80  3.06 //
2018-07-08T23:22:40.000Z  65  3.03 //
2018-07-08T23:30:10.000Z  75  3.11 //
2018-07-08T23:37:40.000Z  70  3.03 //
2018-07-08T23:45:10.000Z  65  2.88 //
2018-07-08T23:52:40.000Z  45  2.88 //
2018-07-09T00:00:10.000Z  65  2.86 //
2018-07-09T00:07:40.000Z  75  3.03 //
2018-07-09T00:15:10.000Z  75  3.03 //
2018-07-09T00:22:40.000Z  75  3.03 //
2018-07-09T00:30:10.000Z  65  3.01 //
2018-07-09T00:37:40.000Z  45  3.01 //
2018-07-09T00:45:10.000Z  70  2.98 //
2018-07-09T00:52:40.000Z  45  2.98 //
2018-07-09T01:00:10.000Z  45  2.95 //
2018-07-09T01:07:40.000Z  45  2.95 //
2018-07-09T01:15:10.000Z  80  2.93 //
2018-07-09T01:22:40.000Z  80  2.93 //
2018-07-09T01:30:10.000Z  80  2.90 //
2018-07-09T01:37:40.000Z  65  2.56 //
2018-07-09T01:45:10.000Z  65  2.58 //
2018-07-09T01:52:40.000Z  65  2.86 //
2018-07-09T02:00:10.000Z  70  2.78 //
2018-07-09T02:07:40.000Z  70  2.81 //
2018-07-09T02:15:10.000Z  65  2.78 //
2018-07-09T02:22:40.000Z  40  2.78 //
2018-07-09T02:30:10.000Z  70  2.56 //
2018-07-09T02:37:40.000Z   0  2.53 //
2018-07-09T02:45:10.000Z  70  2.51 //
2018-07-09T02:52:40.000Z  70  2.45 //
2018-07-09T03:00:10.000Z  70  2.45 //
2018-07-09T03:07:40.000Z  70  2.43 //
2018-07-09T03:15:10.000Z  70  2.33 //
2018-07-09T03:22:40.000Z  70  2.38 //
2018-07-09T03:30:10.000Z  70  2.36 //
2018-07-09T03:37:40.000Z  70  2.33 //
2018-07-09T03:45:10.000Z  60  2.31 //
2018-07-09T03:52:40.000Z  70  2.28 //
2018-07-09T04:30:10.000Z  70  1.86 //
2018-07-09T05:07:40.000Z  70  2.13 //
2018-07-09T05:30:10.000Z  65  2.01 //
2018-07-09T07:07:40.000Z  70  0.63 //
2018-07-09T08:00:10.000Z  70  0.68 //
2018-07-09T08:15:10.000Z  40  0.65 //
2018-07-09T08:37:40.000Z  70  0.63 //
2018-07-09T08:45:10.000Z  70  0.63 //
2018-07-09T09:00:10.000Z  70  0.68 //
2018-07-09T11:00:10.000Z  70  0.63 //
2018-07-09T15:15:10.000Z  50  1.88 //
2018-07-09T15:22:40.000Z  70  2.23 //
2018-07-09T16:22:40.000Z  35  1.90 //
2018-07-09T16:30:10.000Z  20  2.43 //
2018-07-10T00:30:10.000Z  60  3.01 //
2018-07-10T03:30:10.000Z  70  2.26 //
2018-07-10T04:00:10.000Z  90  1.88 //
2018-07-10T07:07:40.000Z  80  1.36 //
2018-07-10T07:30:10.000Z  70  1.25 //
2018-07-10T07:45:10.000Z  45  0.73 //
2018-07-10T08:07:40.000Z  45  0.75 //
2018-07-10T08:15:10.000Z  40  0.68 //
2018-07-10T08:22:40.000Z  45  0.63 //
2018-07-10T09:15:10.000Z  70  0.75 //
2018-07-10T09:22:40.000Z  45  0.63 //
2018-07-10T11:45:10.000Z  70  0.78 //
2018-07-10T12:22:40.000Z  60  0.75 //
2018-07-10T13:07:40.000Z  50  1.61 //
2018-07-10T16:52:40.000Z  65  2.51 //
2018-07-11T00:00:10.000Z  40  2.86 //
2018-07-11T00:07:40.000Z  60  2.86 //
2018-07-11T00:15:10.000Z  95  2.83 //
2018-07-11T00:22:40.000Z 100  3.03 //
2018-07-11T00:30:10.000Z  65  2.81 //
2018-07-11T00:37:40.000Z  45  3.01 //
2018-07-11T00:45:10.000Z  65  2.98 //
2018-07-11T00:52:40.000Z  45  2.98 //
2018-07-11T01:00:10.000Z  90  2.95 //
2018-07-11T01:07:40.000Z  60  2.76 //
2018-07-11T01:15:10.000Z  65  2.93 //
2018-07-11T01:22:40.000Z  60  2.90 //
2018-07-11T01:30:10.000Z  95  2.90 //
2018-07-11T01:37:40.000Z  90  2.88 //
2018-07-11T01:45:10.000Z  95  2.63 //
2018-07-11T01:52:40.000Z  80  2.65 //
2018-07-11T02:00:10.000Z  80  2.73 //
2018-07-11T02:07:40.000Z  80  2.61 //
2018-07-11T02:15:10.000Z  80  2.58 //
2018-07-11T02:22:40.000Z  80  2.73 //
2018-07-11T02:30:10.000Z   0  2.56 //
2018-07-11T02:37:40.000Z  70  2.51 //
2018-07-11T02:45:10.000Z  70  2.51 //
2018-07-11T02:52:40.000Z  65  2.43 //
2018-07-11T03:00:10.000Z  65  2.51 //
2018-07-11T03:07:40.000Z  45  2.23 //
2018-07-11T03:15:10.000Z  45  2.61 //
2018-07-11T03:22:40.000Z  65  2.58 //
2018-07-11T04:07:40.000Z  70  2.20 //
2018-07-11T04:37:40.000Z  70  2.06 //
2018-07-11T04:45:10.000Z  80  2.03 //
2018-07-11T05:07:40.000Z  80  2.11 //
2018-07-11T05:37:40.000Z  70  1.90 //
2018-07-11T06:22:40.000Z  35  1.58 //
2018-07-11T06:30:10.000Z  70  1.55 //
2018-07-11T08:00:10.000Z  70  0.63 //
2018-07-11T08:37:40.000Z  70  0.63 //
2018-07-11T08:45:10.000Z  70  0.63 //
2018-07-11T11:07:40.000Z  15  0.63 //
2018-07-11T11:22:40.000Z  75  0.61 //
2018-07-11T12:00:10.000Z  75  0.61 //
2018-07-11T12:15:10.000Z  20  1.25 //
2018-07-11T12:22:40.000Z  50  0.65 //
2018-07-11T12:52:40.000Z  40  0.65 //
2018-07-11T13:00:10.000Z  70  1.55 //
2018-07-11T13:07:40.000Z  70  1.50 //
2018-07-11T13:30:10.000Z  70  1.65 //
2018-07-11T13:45:10.000Z  80  1.78 //
2018-07-11T13:52:40.000Z  70  1.71 //
2018-07-11T14:22:40.000Z  70  2.03 //
2018-07-11T14:30:10.000Z  65  2.08 //
2018-07-11T14:37:40.000Z  40  2.08 //
2018-07-11T14:52:40.000Z  70  2.06 //
2018-07-11T15:00:10.000Z  70  2.20 //
2018-07-11T15:07:40.000Z  70  2.08 //
2018-07-11T15:22:40.000Z  70  2.06 //
2018-07-11T15:30:10.000Z  70  2.08 //
2018-07-11T15:37:40.000Z  70  2.26 //
2018-07-11T15:45:10.000Z  70  2.23 //
2018-07-11T15:52:40.000Z  60  2.53 //
2018-07-11T16:00:10.000Z  70  2.53 //
2018-07-11T16:07:40.000Z  70  2.58 //
2018-07-11T16:15:10.000Z  65  2.61 //
2018-07-11T16:22:40.000Z  70  2.63 //
2018-07-11T16:30:10.000Z  70  2.65 //
2018-07-11T16:37:40.000Z  70  2.61 //
2018-07-11T16:45:10.000Z  45  2.68 //
2018-07-11T16:52:40.000Z  70  2.73 //
2018-07-11T17:00:10.000Z  70  2.76 //
2018-07-11T17:07:40.000Z  65  2.76 //
2018-07-11T17:15:10.000Z  70  2.78 //
2018-07-11T17:22:40.000Z  70  2.81 //
2018-07-11T17:30:10.000Z  70  2.83 //
2018-07-11T17:37:40.000Z  70  2.86 //
2018-07-11T17:45:10.000Z  70  2.86 //
2018-07-11T17:52:40.000Z  70  2.88 //
2018-07-11T18:00:10.000Z  70  2.68 //
2018-07-11T18:07:40.000Z  70  2.90 //
2018-07-11T18:15:10.000Z  70  2.93 //
2018-07-11T18:22:40.000Z  80  2.73 //
2018-07-11T18:30:10.000Z  70  2.65 //
2018-07-11T18:37:40.000Z  65  2.73 //
2018-07-11T18:45:10.000Z  70  2.98 //
2018-07-11T18:52:40.000Z  65  2.70 //
2018-07-11T19:00:10.000Z  65  3.01 //
2018-07-11T19:07:40.000Z  65  2.83 //
2018-07-11T19:15:10.000Z  25  2.63 //
2018-07-11T19:22:40.000Z  70  2.86 //
2018-07-11T19:30:10.000Z  45  2.86 //
2018-07-11T19:45:10.000Z  70  2.88 //
2018-07-11T19:52:40.000Z  65  2.88 //
2018-07-11T20:00:10.000Z  80  3.03 //
2018-07-11T20:15:10.000Z  45  3.03 //
2018-07-11T20:22:40.000Z  65  2.90 //
2018-07-11T20:30:10.000Z  65  3.03 //
2018-07-11T20:37:40.000Z  65  3.03 //
2018-07-11T20:45:10.000Z  65  3.03 //
2018-07-11T20:52:40.000Z  80  3.11 //
2018-07-11T21:00:10.000Z  75  3.11 //
2018-07-11T21:07:40.000Z  75  3.08 //
2018-07-11T21:15:10.000Z  80  3.11 //
2018-07-11T21:22:40.000Z  80  3.06 //
2018-07-11T21:30:10.000Z  95  3.13 //
2018-07-11T21:37:40.000Z  95  3.13 //
2018-07-11T21:45:10.000Z  80  3.15 //
2018-07-11T21:52:40.000Z  70  3.15 //
2018-07-11T22:00:10.000Z  70  3.13 //
2018-07-11T22:07:40.000Z  65  3.08 //
2018-07-11T22:15:10.000Z  80  3.11 //
2018-07-11T22:22:40.000Z  50  3.13 //
2018-07-11T22:30:10.000Z   0  3.11 //
2018-07-11T22:37:40.000Z  80  3.08 //
2018-07-11T22:45:10.000Z  80  3.13 //
2018-07-11T22:52:40.000Z  80  3.13 //
2018-07-11T23:00:10.000Z  80  3.11 //
2018-07-11T23:07:40.000Z  70  2.90 //
2018-07-11T23:15:10.000Z  80  3.03 //
2018-07-11T23:22:40.000Z  60  3.06 //
2018-07-11T23:30:10.000Z  80  2.88 //
2018-07-11T23:37:40.000Z  60  3.03 //
2018-07-11T23:45:10.000Z  80  2.88 //
2018-07-11T23:52:40.000Z  70  2.86 //
2018-07-12T00:00:10.000Z  80  3.03 //
2018-07-12T00:07:40.000Z  65  3.06 //
2018-07-12T00:15:10.000Z  70  3.03 //
2018-07-12T00:22:40.000Z  50  3.03 //
2018-07-12T00:30:10.000Z  65  3.01 //
2018-07-12T00:37:40.000Z  65  3.01 //
2018-07-12T00:45:10.000Z  80  2.98 //
2018-07-12T00:52:40.000Z  65  2.98 //
2018-07-12T01:00:10.000Z  95  2.95 //
2018-07-12T01:07:40.000Z  75  2.95 //
2018-07-12T01:15:10.000Z  80  2.93 //
2018-07-12T01:22:40.000Z  65  2.90 //
2018-07-12T01:30:10.000Z  65  2.90 //
2018-07-12T01:37:40.000Z  65  2.88 //
2018-07-12T01:45:10.000Z  45  2.86 //
2018-07-12T01:52:40.000Z  45  2.86 //
2018-07-12T02:00:10.000Z  70  2.78 //
2018-07-12T02:07:40.000Z  65  2.65 //
2018-07-12T02:15:10.000Z  70  2.56 //
2018-07-12T02:22:40.000Z  70  2.56 //
2018-07-12T02:30:10.000Z  40  2.70 //
2018-07-12T02:37:40.000Z  60  2.58 //
2018-07-12T02:45:10.000Z  70  2.51 //
2018-07-12T02:52:40.000Z  80  2.68 //
2018-07-12T03:00:10.000Z  80  2.65 //
2018-07-12T03:07:40.000Z  80  2.63 //
2018-07-12T03:15:10.000Z  60  2.61 //
2018-07-12T03:22:40.000Z  70  2.58 //
2018-07-12T03:30:10.000Z  60  2.56 //
2018-07-12T03:37:40.000Z  65  2.31 //
2018-07-12T03:45:10.000Z  80  2.28 //
2018-07-12T03:52:40.000Z  80  2.45 //
2018-07-12T04:07:40.000Z  35  2.15 //
2018-07-12T04:22:40.000Z  70  2.31 //
2018-07-12T04:30:10.000Z  70  2.28 //
2018-07-12T04:52:40.000Z  45  2.15 //
2018-07-12T05:07:40.000Z  45  2.08 //
2018-07-12T05:45:10.000Z  65  1.65 //
2018-07-12T06:15:10.000Z  80  1.71 //
2018-07-12T06:22:40.000Z  80  1.65 //
2018-07-12T06:30:10.000Z  80  1.55 //
2018-07-12T06:37:40.000Z  80  1.55 //
2018-07-12T07:45:10.000Z  25  0.63 //
2018-07-12T07:52:40.000Z  60  0.68 //
2018-07-12T08:00:10.000Z  45  0.65 //
2018-07-12T08:07:40.000Z  70  0.61 //
2018-07-12T08:15:10.000Z  70  0.68 //
2018-07-12T08:22:40.000Z  70  0.63 //
2018-07-12T08:52:40.000Z  45  0.63 //
2018-07-12T12:00:10.000Z  70  1.23 //
2018-07-12T13:07:40.000Z  40  1.61 //
2018-07-12T13:15:10.000Z  60  1.68 //
2018-07-12T13:45:10.000Z  40  1.80 //
2018-07-12T13:52:40.000Z  50  1.88 //
2018-07-12T14:00:10.000Z  60  1.80 //
2018-07-12T14:22:40.000Z  40  1.90 //
2018-07-12T14:30:10.000Z  70  2.01 //
2018-07-12T14:37:40.000Z  60  1.98 //
2018-07-12T14:45:10.000Z  70  2.03 //
2018-07-12T14:52:40.000Z  70  2.06 //
2018-07-12T15:00:10.000Z  70  2.08 //
2018-07-12T15:07:40.000Z  65  2.08 //
2018-07-12T15:15:10.000Z  70  2.03 //
2018-07-12T15:22:40.000Z  65  2.15 //
2018-07-12T15:30:10.000Z  70  2.23 //
2018-07-12T15:37:40.000Z  65  2.26 //
2018-07-12T15:45:10.000Z  65  2.28 //
2018-07-12T15:52:40.000Z  80  2.28 //
2018-07-12T16:00:10.000Z  65  2.26 //
2018-07-12T16:22:40.000Z  70  2.51 //
2018-07-12T16:30:10.000Z  65  2.45 //
2018-07-12T16:37:40.000Z  65  2.58 //
2018-07-12T16:45:10.000Z  70  2.51 //
2018-07-12T16:52:40.000Z  65  2.53 //
2018-07-12T17:00:10.000Z  70  2.53 //
2018-07-12T17:07:40.000Z  65  2.56 //
2018-07-12T17:15:10.000Z  65  2.53 //
2018-07-12T17:22:40.000Z  65  2.56 //
2018-07-12T17:30:10.000Z  70  2.51 //
2018-07-12T17:37:40.000Z  70  2.38 //
2018-07-12T17:45:10.000Z  70  2.61 //
2018-07-12T17:52:40.000Z  70  2.61 //
2018-07-12T18:00:10.000Z  70  2.61 //
2018-07-12T18:07:40.000Z  70  2.61 //
2018-07-12T18:15:10.000Z  40  2.93 //
2018-07-12T18:22:40.000Z  50  2.95 //
2018-07-12T18:30:10.000Z  70  2.95 //
2018-07-12T18:37:40.000Z  70  2.98 //
2018-07-12T18:45:10.000Z  70  2.98 //
2018-07-12T18:52:40.000Z  70  3.01 //
2018-07-12T19:00:10.000Z  65  2.76 //
2018-07-12T19:07:40.000Z  65  2.76 //
2018-07-12T19:15:10.000Z  45  2.76 //
2018-07-12T19:22:40.000Z  70  2.86 //
2018-07-12T19:30:10.000Z  80  3.03 //
2018-07-12T19:37:40.000Z  65  2.86 //
2018-07-12T19:45:10.000Z  70  2.88 //
2018-07-12T19:52:40.000Z  50  2.88 //
2018-07-12T20:00:10.000Z  70  2.68 //
2018-07-12T20:07:40.000Z  65  2.68 //
2018-07-12T20:15:10.000Z  65  2.90 //
2018-07-12T20:22:40.000Z  65  3.06 //
2018-07-12T20:30:10.000Z  80  3.03 //
2018-07-12T20:37:40.000Z  70  3.03 //
2018-07-12T20:45:10.000Z  80  2.73 //
2018-07-12T20:52:40.000Z  80  2.93 //
2018-07-12T21:00:10.000Z  65  3.03 //
2018-07-12T21:07:40.000Z  45  3.03 //
2018-07-12T21:15:10.000Z  70  3.08 //
2018-07-12T21:22:40.000Z  70  2.93 //
2018-07-12T21:30:10.000Z  60  2.93 //
2018-07-12T21:37:40.000Z  80  2.93 //
2018-07-12T21:45:10.000Z  65  3.08 //
2018-07-12T21:52:40.000Z  45  3.13 //
2018-07-12T22:00:10.000Z  65  3.13 //
2018-07-12T22:07:40.000Z  80  3.13 //
2018-07-12T22:15:10.000Z  80  3.13 //
2018-07-12T22:22:40.000Z  80  3.13 //
2018-07-12T22:30:10.000Z  70  3.13 //
2018-07-12T22:37:40.000Z  80  3.08 //
2018-07-12T22:45:10.000Z  80  3.13 //
2018-07-12T22:52:40.000Z  90  3.11 //
2018-07-12T23:00:10.000Z  95  3.08 //
2018-07-12T23:07:40.000Z  95  3.11 //
2018-07-12T23:15:10.000Z  65  2.90 //
2018-07-12T23:22:40.000Z  70  3.03 //
2018-07-12T23:30:10.000Z  65  2.88 //
2018-07-12T23:37:40.000Z  65  3.03 //
2018-07-12T23:45:10.000Z  80  2.88 //
2018-07-12T23:52:40.000Z  60  2.86 //
2018-07-13T00:00:10.000Z  45  2.86 //
2018-07-13T00:07:40.000Z  70  2.86 //
2018-07-13T00:15:10.000Z  70  3.03 //
2018-07-13T00:22:40.000Z  65  3.03 //
2018-07-13T00:30:10.000Z  65  3.01 //
2018-07-13T00:37:40.000Z  70  3.01 //
2018-07-13T00:45:10.000Z  45  2.98 //
2018-07-13T00:52:40.000Z  80  2.98 //
2018-07-13T01:00:10.000Z  65  2.95 //
2018-07-13T01:07:40.000Z  65  2.76 //
2018-07-13T01:15:10.000Z  70  2.73 //
2018-07-13T01:22:40.000Z  70  2.51 //
2018-07-13T01:30:10.000Z  70  2.51 //
2018-07-13T01:37:40.000Z  50  2.88 //
2018-07-13T01:45:10.000Z  70  2.86 //
2018-07-13T01:52:40.000Z  25  2.83 //
2018-07-13T02:00:10.000Z  65  2.83 //
2018-07-13T02:07:40.000Z  70  2.81 //
2018-07-13T02:15:10.000Z  45  2.76 //
2018-07-13T02:22:40.000Z  65  2.76 //
2018-07-13T02:30:10.000Z  65  2.28 //
2018-07-13T02:37:40.000Z  70  2.28 //
2018-07-13T02:45:10.000Z  60  2.70 //
2018-07-13T02:52:40.000Z  70  2.68 //
2018-07-13T03:00:10.000Z  70  2.65 //
2018-07-13T03:07:40.000Z  70  2.20 //
2018-07-13T03:15:10.000Z  60  2.38 //
2018-07-13T03:22:40.000Z  70  2.28 //
2018-07-13T03:30:10.000Z  80  2.33 //
2018-07-13T03:37:40.000Z  60  2.28 //
2018-07-13T03:45:10.000Z  80  2.28 //
2018-07-13T03:52:40.000Z  60  2.26 //
2018-07-13T04:00:10.000Z  80  2.23 //
2018-07-13T04:07:40.000Z  80  2.18 //
2018-07-13T04:15:10.000Z  70  2.15 //
2018-07-13T04:22:40.000Z  80  2.13 //
2018-07-13T04:30:10.000Z  80  2.08 //
2018-07-13T04:52:40.000Z  40  2.18 //
2018-07-13T07:22:40.000Z  70  0.65 //
2018-07-13T07:45:10.000Z  70  0.68 //
2018-07-13T07:52:40.000Z  70  0.65 //
2018-07-13T08:00:10.000Z  70  0.68 //
2018-07-13T08:07:40.000Z  40  0.88 //
2018-07-13T08:22:40.000Z  70  0.63 //
2018-07-13T08:30:10.000Z  70  0.68 //
2018-07-13T08:37:40.000Z  40  0.68 //
2018-07-13T08:45:10.000Z  70  0.65 //
2018-07-13T08:52:40.000Z  40  0.63 //
2018-07-13T09:07:40.000Z  20  0.61 //
2018-07-13T09:37:40.000Z  70  0.68 //
2018-07-13T10:52:40.000Z  60  0.63 //
2018-07-13T11:00:10.000Z  40  0.63 //
2018-07-13T11:07:40.000Z  20  0.63 //
2018-07-13T11:15:10.000Z  20  0.63 //
2018-07-13T11:22:40.000Z  50  0.63 //
2018-07-13T11:45:10.000Z  70  0.61 //
2018-07-13T11:52:40.000Z  70  0.98 //
2018-07-13T12:00:10.000Z  60  0.63 //
2018-07-13T12:15:10.000Z  70  1.30 //
2018-07-13T12:37:40.000Z  70  0.98 //
2018-07-13T12:45:10.000Z  70  1.48 //
2018-07-13T13:00:10.000Z  45  1.58 //
2018-07-13T13:07:40.000Z  45  1.50 //
2018-07-13T13:22:40.000Z  70  1.71 //
2018-07-13T13:30:10.000Z  70  1.71 //
2018-07-13T13:37:40.000Z  70  1.78 //
2018-07-13T13:45:10.000Z  70  1.80 //
2018-07-13T14:00:10.000Z  70  1.96 //
2018-07-13T14:07:40.000Z  70  1.93 //
2018-07-13T14:15:10.000Z  40  1.73 //
2018-07-13T14:22:40.000Z  70  2.06 //
2018-07-13T14:37:40.000Z  60  2.15 //
2018-07-13T14:45:10.000Z  70  2.20 //
2018-07-13T14:52:40.000Z  70  2.06 //
2018-07-13T15:00:10.000Z  70  2.26 //
2018-07-13T15:07:40.000Z  70  2.06 //
2018-07-13T15:15:10.000Z  40  2.26 //
2018-07-13T15:22:40.000Z  70  2.36 //
2018-07-13T15:30:10.000Z  60  2.31 //
2018-07-13T15:37:40.000Z  70  2.45 //
2018-07-13T15:45:10.000Z  65  2.48 //
2018-07-13T15:52:40.000Z  60  2.51 //
2018-07-13T16:00:10.000Z  80  2.51 //
2018-07-13T16:07:40.000Z  80  2.51 //
2018-07-13T16:15:10.000Z  65  2.58 //
2018-07-13T16:22:40.000Z   0  2.63 //
2018-07-13T16:30:10.000Z  70  2.65 //
2018-07-13T16:37:40.000Z  70  2.68 //
2018-07-13T16:45:10.000Z  70  2.33 //
2018-07-13T16:52:40.000Z  70  2.70 //
2018-07-13T17:00:10.000Z  70  2.73 //
2018-07-13T17:07:40.000Z  80  2.51 //
2018-07-13T17:15:10.000Z  70  2.78 //
2018-07-13T17:22:40.000Z  70  2.81 //
2018-07-13T17:30:10.000Z  70  2.83 //
2018-07-13T17:37:40.000Z  70  2.83 //
2018-07-13T17:45:10.000Z  40  2.86 //
2018-07-13T17:52:40.000Z  80  2.45 //
2018-07-13T18:00:10.000Z  70  2.68 //
2018-07-13T18:07:40.000Z  80  2.65 //
2018-07-13T18:15:10.000Z  70  2.51 //
2018-07-13T18:22:40.000Z  65  2.68 //
2018-07-13T18:30:10.000Z  70  2.68 //
2018-07-13T18:37:40.000Z  70  2.98 //
2018-07-13T18:45:10.000Z  50  2.78 //
2018-07-13T18:52:40.000Z  65  2.81 //
2018-07-13T19:00:10.000Z  45  2.76 //
2018-07-13T19:07:40.000Z  45  2.83 //
2018-07-13T19:15:10.000Z  45  3.03 //
2018-07-13T19:22:40.000Z  45  3.03 //
2018-07-13T19:30:10.000Z  45  3.03 //
2018-07-13T19:37:40.000Z  65  2.86 //
2018-07-13T19:45:10.000Z  65  3.06 //
2018-07-13T19:52:40.000Z  45  3.03 //
2018-07-13T20:00:10.000Z  80  3.06 //
2018-07-13T20:07:40.000Z  45  3.03 //
2018-07-13T20:15:10.000Z  45  3.03 //
2018-07-13T20:22:40.000Z  45  3.08 //
2018-07-13T20:30:10.000Z  80  3.08 //
2018-07-13T20:37:40.000Z  65  3.08 //
2018-07-13T20:45:10.000Z  50  2.93 //
2018-07-13T20:52:40.000Z  65  3.08 //
2018-07-13T21:00:10.000Z  80  3.11 //
2018-07-13T21:07:40.000Z  60  2.65 //
2018-07-13T21:15:10.000Z  80  3.08 //
2018-07-13T21:22:40.000Z  80  3.11 //
2018-07-13T21:30:10.000Z  80  3.13 //
2018-07-13T21:37:40.000Z  80  3.06 //
2018-07-13T21:45:10.000Z  80  3.06 //
2018-07-13T21:52:40.000Z  80  3.08 //
2018-07-13T22:00:10.000Z  40  3.11 //
2018-07-13T22:07:40.000Z  70  3.08 //
2018-07-13T22:15:10.000Z  40  2.93 //
2018-07-13T22:22:40.000Z  60  3.08 //
