# Global Ionospheric Radio Observatory
# GIRO Tabulated Ionospheric Characteristics, Version 1.0 Revision B
# Generated by DIDBGetValues on 2023-12-06T00:50:48.480Z
#
# Location: GEO 62.38N 215.0E, URSI-Code GA762 GAKONA
# Instrument: Ionosonde, Model: DPS-4D
#
# Query for measurement intervals of time:
# 2012-01-01T00:01:00.000Z - 2013-01-01T00:00:00.000Z
#
# Data Selection:
# CS is Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foF2 [MHz] - F2 layer critical frequency
# foEs [MHz] - Es layer critical frequency
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of GA762 data provider
#
#Time                     CS   foF2 QD  foEs QD
2012-01-03T20:44:20.000Z  60  6.432 //   --- __
2012-01-03T20:51:49.000Z  80  6.262 //   --- __
2012-01-03T20:59:17.000Z  90  6.338 //   --- __
2012-01-03T21:06:46.000Z  90  6.425 //  1.77 //
2012-01-03T21:14:15.000Z  60  6.788 //   --- __
2012-01-03T21:21:44.000Z  60  6.825 //   --- __
2012-01-03T21:29:13.000Z  40  7.137 //   --- __
2012-01-03T21:36:42.000Z  60  6.450 //   --- __
2012-01-03T21:44:11.000Z  90  7.500 //   --- __
2012-01-03T21:51:40.000Z  90  7.475 //   --- __
2012-01-03T21:59:09.000Z  80  7.463 //   --- __
2012-01-03T22:06:38.000Z  70  7.350 //  3.58 //
2012-01-03T22:14:07.000Z  90  7.325 //   --- __
2012-01-03T22:21:36.000Z  40  7.563 //   --- __
2012-01-03T22:29:05.000Z  40  7.563 //  1.85 //
2012-01-03T22:36:34.000Z  70  7.550 //   --- __
2012-01-03T22:44:03.000Z  90  7.575 //   --- __
2012-01-03T22:51:32.000Z  90  7.625 //   --- __
2012-01-03T22:59:01.000Z  90  7.550 //   --- __
2012-01-03T23:06:30.000Z  70  7.375 //   --- __
2012-01-03T23:13:59.000Z  60  7.088 //   --- __
2012-01-03T23:21:28.000Z  40  6.288 //   --- __
2012-01-03T23:28:57.000Z  20  5.762 //   --- __
2012-01-03T23:36:26.000Z  60  7.250 //   --- __
2012-01-03T23:43:55.000Z   0  5.500 //   --- __
2012-01-03T23:51:24.000Z  20  5.551 //   --- __
2012-01-03T23:58:53.000Z  60  6.925 //   --- __
2012-01-04T00:06:22.000Z  20  6.332 //   --- __
2012-01-04T00:13:51.000Z  70  5.675 //   --- __
2012-01-04T00:21:20.000Z  20  5.901 //   --- __
2012-01-04T00:28:49.000Z  20  5.575 //   --- __
2012-01-04T00:36:18.000Z  50  3.300 //   --- __
2012-01-04T00:43:47.000Z  70  5.225 //   --- __
2012-01-04T00:51:16.000Z  70  5.100 //   --- __
2012-01-04T00:58:45.000Z  40  5.656 //   --- __
2012-01-04T01:06:14.000Z  60  5.350 //   --- __
2012-01-04T01:13:43.000Z  60  5.363 //   --- __
2012-01-04T01:21:12.000Z  40  5.625 //   --- __
2012-01-04T01:28:41.000Z  40  5.925 //   --- __
2012-01-04T01:36:10.000Z  50  5.500 //   --- __
2012-01-04T01:43:39.000Z  60  5.550 //   --- __
2012-01-04T01:51:08.000Z  20  4.238 //   --- __
2012-01-04T01:58:36.000Z  70  5.250 //   --- __
2012-01-04T02:06:05.000Z  70  4.875 //   --- __
2012-01-04T02:13:34.000Z  70  4.625 //   --- __
2012-01-04T02:21:03.000Z   0  4.575 //   --- __
2012-01-04T02:28:32.000Z  60  4.400 //   --- __
2012-01-04T02:36:01.000Z  70  3.900 //   --- __
2012-01-04T02:43:30.000Z  70  3.925 //   --- __
2012-01-04T02:50:59.000Z  20  3.100 //   --- __
2012-01-04T02:58:28.000Z  40  3.350 //   --- __
2012-01-04T03:05:57.000Z  70  4.325 //   --- __
2012-01-04T03:13:26.000Z  20  3.225 //   --- __
2012-01-04T03:20:55.000Z  70  3.575 //   --- __
2012-01-04T03:28:24.000Z  70  3.375 //   --- __
2012-01-04T03:35:53.000Z   0  3.075 //   --- __
2012-01-04T03:45:00.000Z  70  2.750 //   --- __
2012-01-04T03:52:30.000Z  60  2.550 //   --- __
2012-01-04T04:00:00.000Z  65  2.575 //   --- __
2012-01-04T04:15:00.000Z  65  2.475 //   --- __
2012-01-04T04:22:30.000Z  65  1.975 //   --- __
2012-01-04T04:30:00.000Z  70  2.050 //   --- __
2012-01-04T04:37:30.000Z  25  2.050 //   --- __
2012-01-04T04:45:00.000Z  65  1.950 //   --- __
2012-01-04T05:00:00.000Z  65  2.050 //   --- __
2012-01-04T05:07:30.000Z  45  2.050 //   --- __
2012-01-04T05:15:00.000Z  45  1.925 //   --- __
2012-01-04T05:22:30.000Z  85  1.950 //   --- __
2012-01-04T05:37:30.000Z  65  1.750 //   --- __
2012-01-04T05:45:00.000Z  65  1.787 //   --- __
2012-01-04T05:52:30.000Z  65  1.700 //   --- __
2012-01-04T06:07:30.000Z  75    --- __  2.60 //
2012-01-04T06:15:00.000Z  45  1.600 //   --- __
2012-01-04T06:22:30.000Z  75    --- __  2.95 //
2012-01-04T06:30:00.000Z  75    --- __  2.10 //
2012-01-04T06:37:30.000Z  75    --- __  2.15 //
2012-01-04T07:07:30.000Z  75    --- __  4.18 //
2012-01-04T07:15:00.000Z  75    --- __  2.88 //
2012-01-04T07:22:30.000Z  75    --- __  1.95 //
2012-01-04T07:30:00.000Z  75    --- __  4.18 //
2012-01-04T07:37:30.000Z  75    --- __  3.25 //
2012-01-04T07:45:00.000Z  75    --- __  1.98 //
2012-01-04T07:52:30.000Z  75    --- __  1.77 //
2012-01-04T08:07:30.000Z  75    --- __  3.03 //
2012-01-04T08:22:30.000Z  75    --- __  3.38 //
2012-01-04T08:45:00.000Z  75    --- __  2.10 //
2012-01-04T08:52:30.000Z  75    --- __  3.25 //
2012-01-04T09:07:30.000Z  75    --- __  1.80 //
2012-01-04T09:30:00.000Z  75    --- __  2.70 //
2012-01-04T09:37:30.000Z  75    --- __  2.25 //
2012-01-04T09:45:00.000Z  75    --- __  2.53 //
2012-01-04T09:52:30.000Z  75    --- __  5.85 //
2012-01-04T10:15:00.000Z  75    --- __  3.80 //
2012-01-04T10:22:30.000Z  25    --- __  3.63 //
2012-01-04T10:52:30.000Z  75    --- __  6.07 //
2012-01-04T11:07:30.000Z  75    --- __  2.17 //
2012-01-04T11:15:00.000Z  75    --- __  2.85 //
2012-01-04T11:22:30.000Z  75    --- __  2.72 //
2012-01-04T11:30:00.000Z  75    --- __  2.92 //
2012-01-04T11:37:30.000Z  75    --- __  5.25 //
2012-01-04T11:45:00.000Z  75    --- __  5.40 //
2012-01-04T11:52:30.000Z  75    --- __  5.85 //
2012-01-04T12:00:00.000Z  75    --- __  4.38 //
2012-01-04T12:07:30.000Z  75    --- __  2.80 //
2012-01-04T12:15:00.000Z  75    --- __  2.95 //
2012-01-04T12:22:30.000Z  75    --- __  2.40 //
2012-01-04T12:30:00.000Z  75    --- __  2.47 //
2012-01-04T12:37:30.000Z  75    --- __  4.03 //
2012-01-04T12:45:00.000Z  75    --- __  4.22 //
2012-01-04T12:52:30.000Z  75    --- __  4.63 //
2012-01-04T13:00:00.000Z  75    --- __  3.67 //
2012-01-04T13:07:30.000Z  75    --- __  3.67 //
2012-01-04T13:15:00.000Z  75    --- __  3.85 //
2012-01-04T13:22:30.000Z  75    --- __  5.57 //
2012-01-04T13:30:00.000Z  75    --- __  3.38 //
2012-01-04T13:45:00.000Z  75    --- __  2.58 //
2012-01-04T13:52:30.000Z  75    --- __  2.25 //
2012-01-04T14:00:00.000Z  75    --- __  2.78 //
2012-01-04T14:07:30.000Z  25    --- __  2.03 //
2012-01-04T14:15:00.000Z  75    --- __  1.95 //
2012-01-04T14:30:00.000Z  75    --- __  1.77 //
2012-01-04T14:45:00.000Z  75    --- __  2.42 //
2012-01-04T14:52:30.000Z  75    --- __  2.45 //
2012-01-04T15:00:00.000Z  75    --- __  2.33 //
2012-01-04T15:15:00.000Z  75    --- __  3.88 //
2012-01-04T15:22:30.000Z  75    --- __  3.10 //
2012-01-04T15:30:00.000Z  75    --- __  1.77 //
2012-01-04T15:37:30.000Z  75    --- __  3.38 //
2012-01-04T15:45:00.000Z  75    --- __  2.20 //
2012-01-04T16:07:27.000Z  75    --- __  3.03 //
2012-01-04T16:22:25.000Z  75    --- __  2.00 //
2012-01-04T16:29:54.000Z  75    --- __  2.53 //
2012-01-04T16:37:23.000Z  75    --- __  4.28 //
2012-01-04T16:44:52.000Z  75    --- __  4.38 //
2012-01-04T16:52:21.000Z  75    --- __  2.88 //
2012-01-04T16:59:50.000Z  75    --- __  1.80 //
2012-01-04T17:22:17.000Z  45  1.950 //   --- __
2012-01-04T17:29:46.000Z  65  1.825 //   --- __
2012-01-04T17:37:15.000Z  65  2.075 //   --- __
2012-01-04T17:44:44.000Z  65  2.550 //   --- __
2012-01-04T17:52:13.000Z  65  2.475 //   --- __
2012-01-04T17:59:42.000Z  45  2.050 //   --- __
2012-01-04T18:07:11.000Z  45  3.150 //   --- __
2012-01-04T18:14:40.000Z  70  3.250 //   --- __
2012-01-04T18:22:09.000Z  70  3.963 //   --- __
2012-01-04T18:29:38.000Z  70  4.001 //   --- __
2012-01-04T18:37:07.000Z  70  4.200 //   --- __
2012-01-04T18:44:36.000Z  40  4.762 //   --- __
2012-01-04T18:52:05.000Z  80  5.088 //   --- __
2012-01-04T18:59:34.000Z  20  4.900 //   --- __
2012-01-04T19:07:03.000Z  70  5.200 //   --- __
2012-01-04T19:14:32.000Z  60  5.488 //   --- __
2012-01-04T19:22:01.000Z  80  5.713 //   --- __
2012-01-04T19:29:30.000Z  70  5.900 //   --- __
2012-01-04T19:36:59.000Z  60  5.813 //   --- __
2012-01-04T19:44:28.000Z  60  6.550 //   --- __
2012-01-04T19:51:57.000Z  60  6.813 //   --- __
2012-01-04T19:59:26.000Z  20  6.450 //   --- __
2012-01-04T20:06:55.000Z  80  6.913 //   --- __
2012-01-04T20:14:24.000Z  50  6.700 //   --- __
2012-01-04T20:21:53.000Z  80  6.938 //   --- __
2012-01-04T20:29:22.000Z  60  6.781 //   --- __
2012-01-04T20:36:51.000Z  90  7.050 //   --- __
2012-01-04T20:44:20.000Z  60  6.938 //   --- __
2012-01-04T20:51:49.000Z  60  6.800 //  1.77 //
2012-01-04T20:59:17.000Z  70  7.262 //  2.22 //
2012-01-04T21:14:15.000Z  60  7.182 //  2.97 //
2012-01-04T21:21:44.000Z  20  6.100 //  3.35 //
2012-01-04T21:29:13.000Z  60  6.813 //  3.15 //
2012-01-04T21:36:42.000Z  40  5.600 //  3.28 //
2012-01-04T21:44:11.000Z  80  7.451 //   --- __
2012-01-04T21:51:40.000Z  60  7.538 //   --- __
2012-01-04T21:59:09.000Z  70  7.975 //  2.60 //
2012-01-04T22:06:38.000Z  90  8.175 //   --- __
2012-01-04T22:14:07.000Z  70  8.525 //   --- __
2012-01-04T22:21:36.000Z  70  8.313 //   --- __
2012-01-04T22:29:05.000Z  70  8.125 //   --- __
2012-01-04T22:36:34.000Z  40  8.212 //  2.78 //
2012-01-04T22:44:03.000Z  80  8.762 //  2.97 //
2012-01-04T22:51:32.000Z  40  7.978 //  2.80 //
2012-01-04T22:59:01.000Z  40  8.175 //  2.35 //
2012-01-04T23:06:30.000Z  70  7.925 //   --- __
2012-01-04T23:13:59.000Z  80  8.313 //  2.72 //
2012-01-04T23:21:28.000Z  70  7.900 //  2.90 //
2012-01-04T23:28:57.000Z   0  7.075 //  2.88 //
2012-01-04T23:36:26.000Z  70  7.038 //  2.75 //
2012-01-04T23:43:55.000Z  90  6.387 //  2.80 //
2012-01-04T23:51:24.000Z  20  5.387 //   --- __
2012-01-04T23:58:53.000Z  70  5.725 //   --- __
2012-01-05T00:13:51.000Z  80  6.300 //   --- __
2012-01-05T00:21:20.000Z  70  5.625 //   --- __
2012-01-05T00:30:00.000Z  40  6.082 //   --- __
2012-01-05T00:37:30.000Z  40  6.950 //   --- __
2012-01-05T00:45:00.000Z  40  6.476 //   --- __
2012-01-05T00:52:30.000Z  80  6.738 //   --- __
2012-01-05T01:00:00.000Z  70  5.650 //   --- __
2012-01-05T01:07:30.000Z  90  5.800 //   --- __
2012-01-05T01:15:00.000Z  20  5.288 //   --- __
2012-01-05T01:22:30.000Z  70  5.450 //   --- __
2012-01-05T01:37:30.000Z  20  3.950 //   --- __
2012-01-05T01:45:00.000Z  80  5.325 //   --- __
2012-01-05T01:52:30.000Z  40  5.250 //   --- __
2012-01-05T02:00:00.000Z  60  5.300 //   --- __
2012-01-05T02:07:30.000Z  40  4.075 //   --- __
2012-01-05T02:15:00.000Z   0  4.550 //   --- __
2012-01-05T02:22:30.000Z  50  4.600 //   --- __
2012-01-05T02:37:30.000Z  60  4.650 //   --- __
2012-01-05T02:45:00.000Z  60  4.400 //   --- __
2012-01-05T02:52:30.000Z  70  4.075 //   --- __
2012-01-05T03:00:00.000Z  80  3.875 //   --- __
2012-01-05T03:07:30.000Z   0  3.275 //   --- __
2012-01-05T03:15:00.000Z  40  3.725 //   --- __
2012-01-05T03:22:30.000Z  80  3.550 //   --- __
2012-01-05T03:30:00.000Z  70  3.175 //   --- __
2012-01-05T03:37:30.000Z  40  2.475 //   --- __
2012-01-05T03:45:00.000Z  65  2.675 //   --- __
2012-01-05T03:52:30.000Z  70  1.925 //   --- __
2012-01-05T04:00:00.000Z  70  1.950 //   --- __
2012-01-05T04:07:30.000Z   0  2.075 //  1.83 //
2012-01-05T04:15:00.000Z  45  2.175 //   --- __
2012-01-05T04:22:30.000Z  65  1.950 //   --- __
2012-01-05T04:30:00.000Z  20    --- __  2.35 //
2012-01-05T04:37:30.000Z  45  1.950 //  2.33 //
2012-01-05T04:45:00.000Z  65  1.975 //   --- __
2012-01-05T04:52:30.000Z  65  1.975 //   --- __
2012-01-05T05:00:00.000Z  40  1.825 //  1.70 //
2012-01-05T05:07:30.000Z  40  1.750 //  2.47 //
2012-01-05T05:15:00.000Z  25    --- __  2.42 //
2012-01-05T05:22:30.000Z  75    --- __  2.03 //
2012-01-05T05:52:30.000Z  75    --- __  2.03 //
2012-01-05T06:30:00.000Z  75    --- __  2.03 //
2012-01-05T06:45:00.000Z  25    --- __  2.85 //
2012-01-05T07:15:00.000Z  75    --- __  2.25 //
2012-01-05T07:30:00.000Z  75    --- __  1.80 //
2012-01-05T07:37:30.000Z  20    --- __  2.25 //
2012-01-05T07:52:30.000Z  75    --- __  2.85 //
2012-01-05T08:07:30.000Z  25    --- __  1.95 //
2012-01-05T08:15:00.000Z  75    --- __  1.95 //
2012-01-05T08:45:00.000Z  80  2.700 //   --- __
2012-01-05T08:52:30.000Z  40  2.500 //  4.18 //
2012-01-05T09:00:00.000Z  50  2.425 //   --- __
2012-01-05T09:07:30.000Z  65  3.950 //   --- __
2012-01-05T09:22:30.000Z  50  2.200 //   --- __
2012-01-05T10:00:00.000Z  65  1.800 //   --- __
2012-01-05T10:37:30.000Z  70  1.725 //   --- __
2012-01-05T10:52:30.000Z  25  2.150 //  1.92 //
2012-01-05T11:00:00.000Z  40  3.500 //  2.08 //
2012-01-05T11:07:30.000Z   5  3.075 //  1.98 //
2012-01-05T11:15:00.000Z  40  2.525 //  2.00 //
2012-01-05T11:22:30.000Z   0  2.175 //  3.30 //
2012-01-05T11:30:00.000Z   0  3.375 //  4.20 //
2012-01-05T11:37:30.000Z   0  4.250 //  4.22 //
2012-01-05T11:45:00.000Z  20  3.625 //  2.83 //
2012-01-05T11:52:30.000Z   0  3.975 //  3.83 //
2012-01-05T12:00:00.000Z   0  3.725 //  4.30 //
2012-01-05T12:07:30.000Z  75    --- __  3.55 //
2012-01-05T12:15:00.000Z  75    --- __  4.55 //
2012-01-05T12:22:30.000Z  75    --- __  4.07 //
2012-01-05T12:30:00.000Z   0  3.925 //  4.35 //
2012-01-05T12:37:30.000Z   0  3.775 //  2.92 //
2012-01-05T12:45:00.000Z  20  3.550 //  2.72 //
2012-01-05T12:52:30.000Z  40  4.025 //  2.50 //
2012-01-05T13:00:00.000Z  20  4.000 //  2.20 //
2012-01-05T13:07:30.000Z  65  4.050 //  2.25 //
2012-01-05T13:15:00.000Z  65  3.725 //  1.98 //
2012-01-05T13:22:30.000Z  35  3.675 //  2.10 //
2012-01-05T13:30:00.000Z  40  3.650 //   --- __
2012-01-05T13:37:30.000Z  70  3.325 //   --- __
2012-01-05T13:45:00.000Z  70  3.650 //   --- __
2012-01-05T13:52:30.000Z  35  3.800 //  2.17 //
2012-01-05T14:00:00.000Z  70  3.525 //   --- __
2012-01-05T14:07:30.000Z  15  3.500 //  2.17 //
2012-01-05T14:15:00.000Z  60  4.325 //  2.22 //
2012-01-05T14:22:30.000Z  60  3.775 //   --- __
2012-01-05T14:30:00.000Z  40  3.300 //   --- __
2012-01-05T14:37:30.000Z  70  3.750 //   --- __
2012-01-05T14:45:00.000Z  70  3.875 //   --- __
2012-01-05T14:52:30.000Z  70  3.750 //   --- __
2012-01-05T15:00:00.000Z  70  3.350 //   --- __
2012-01-05T15:07:30.000Z  70  3.625 //   --- __
2012-01-05T15:15:00.000Z  70  2.925 //   --- __
2012-01-05T15:22:30.000Z  70  3.350 //   --- __
2012-01-05T15:30:00.000Z  70  3.075 //   --- __
2012-01-05T15:37:30.000Z  70  3.100 //   --- __
2012-01-05T15:45:00.000Z  70  3.225 //   --- __
2012-01-05T15:52:30.000Z  40  2.925 //   --- __
2012-01-05T16:00:00.000Z  70  3.325 //   --- __
2012-01-05T16:07:30.000Z  60  3.075 //   --- __
2012-01-05T16:15:00.000Z  70  3.325 //   --- __
2012-01-05T16:22:30.000Z  70  3.150 //   --- __
2012-01-05T16:30:00.000Z  65  3.175 //   --- __
2012-01-05T16:37:30.000Z  60  3.125 //   --- __
2012-01-05T16:45:00.000Z  60  3.200 //   --- __
2012-01-05T16:52:30.000Z  45  3.125 //   --- __
2012-01-05T17:00:00.000Z  60  2.900 //   --- __
2012-01-05T17:07:30.000Z  60  3.175 //   --- __
2012-01-05T17:15:00.000Z  70  2.875 //   --- __
2012-01-05T17:22:30.000Z  60  3.075 //   --- __
2012-01-05T17:30:00.000Z  70  2.950 //   --- __
2012-01-05T17:37:30.000Z  70  3.275 //   --- __
2012-01-05T17:45:00.000Z  65  3.575 //   --- __
2012-01-05T17:52:30.000Z  70  3.200 //   --- __
2012-01-05T18:00:00.000Z  70  3.450 //   --- __
2012-01-05T18:07:30.000Z  70  3.575 //   --- __
2012-01-05T18:15:00.000Z  70  4.012 //   --- __
2012-01-05T18:22:30.000Z  60  4.038 //   --- __
2012-01-05T18:30:00.000Z  70  4.075 //   --- __
2012-01-05T18:37:30.000Z  70  4.238 //   --- __
2012-01-05T18:45:00.000Z  70  4.325 //   --- __
2012-01-05T18:52:30.000Z  40  4.913 //   --- __
2012-01-05T19:00:00.000Z  60  4.938 //   --- __
2012-01-05T19:07:30.000Z  70  5.325 //   --- __
2012-01-05T19:15:00.000Z  80  5.425 //   --- __
2012-01-05T19:22:30.000Z  90  5.575 //  2.08 //
2012-01-05T19:30:00.000Z  70  5.725 //  2.00 //
2012-01-05T19:37:30.000Z  70  5.600 //   --- __
2012-01-05T19:45:00.000Z  40  5.057 //   --- __
2012-01-05T19:52:30.000Z  20  4.700 //  2.08 //
2012-01-05T20:00:00.000Z  90  6.525 //  2.17 //
2012-01-05T20:07:30.000Z   0  6.950 //  2.15 //
2012-01-05T20:15:00.000Z  60  7.275 //  2.20 //
2012-01-05T20:22:30.000Z  70  7.550 //  2.17 //
2012-01-05T20:30:00.000Z  90  7.975 //  2.17 //
2012-01-05T20:37:30.000Z  40  8.450 //  2.15 //
2012-01-05T20:45:00.000Z  90  8.650 //  2.05 //
2012-01-05T20:52:30.000Z  95  8.650 //  2.30 //
2012-01-05T21:00:00.000Z  80  8.625 //  1.95 //
2012-01-05T21:07:30.000Z   0  9.000 //   --- __
2012-01-05T21:15:00.000Z  90  8.762 //   --- __
2012-01-05T21:22:30.000Z  70  8.625 //   --- __
2012-01-05T21:30:00.000Z  40  8.500 //   --- __
2012-01-05T21:37:30.000Z  90  8.663 //   --- __
2012-01-05T21:45:00.000Z  65  8.750 //   --- __
2012-01-05T21:52:30.000Z   0  9.200 //  1.85 //
2012-01-05T22:00:00.000Z  20  6.400 //   --- __
2012-01-05T22:07:30.000Z  90  8.625 //   --- __
2012-01-05T22:15:00.000Z  90  8.650 //  1.88 //
2012-01-05T22:22:30.000Z  90  8.676 //   --- __
2012-01-05T22:30:00.000Z  60  9.000 //  1.85 //
2012-01-05T22:37:30.000Z  40  8.600 //  1.75 //
2012-01-05T22:45:00.000Z   0  8.975 //   --- __
2012-01-05T22:52:30.000Z  20  8.375 //  1.77 //
2012-01-05T23:00:00.000Z  60  8.462 //   --- __
2012-01-05T23:07:30.000Z  40  7.625 //   --- __
2012-01-05T23:15:00.000Z  80  8.975 //   --- __
2012-01-05T23:22:30.000Z  80  9.525 //   --- __
2012-01-05T23:30:00.000Z  80  9.100 //  1.85 //
2012-01-05T23:37:30.000Z  50  8.712 //  1.77 //
2012-01-05T23:45:00.000Z  70  8.406 //   --- __
2012-01-05T23:52:30.000Z  70  8.150 //  1.77 //
2012-01-06T00:00:00.000Z  80  8.012 //   --- __
2012-01-06T00:07:30.000Z  90  7.919 //   --- __
2012-01-06T00:15:00.000Z  70  8.012 //   --- __
2012-01-06T00:22:30.000Z  40  6.825 //   --- __
2012-01-06T00:30:00.000Z  50  7.100 //   --- __
2012-01-06T00:37:30.000Z  20  5.750 //   --- __
2012-01-06T00:45:00.000Z  20  6.506 //   --- __
2012-01-06T00:52:30.000Z  70  7.125 //   --- __
2012-01-06T01:00:00.000Z  80  6.925 //   --- __
2012-01-06T01:07:30.000Z  80  7.300 //   --- __
2012-01-06T01:15:00.000Z   0  7.175 //   --- __
2012-01-06T01:22:30.000Z  60  6.250 //  1.95 //
2012-01-06T01:30:00.000Z  60  6.500 //   --- __
2012-01-06T01:37:30.000Z  60  6.953 //   --- __
2012-01-06T01:45:00.000Z  60  6.650 //   --- __
2012-01-06T01:52:30.000Z  40  5.725 //   --- __
2012-01-06T02:00:00.000Z  80  6.850 //  2.15 //
2012-01-06T02:07:30.000Z  60  6.850 //  2.17 //
2012-01-06T02:15:00.000Z  80  6.500 //  2.08 //
2012-01-06T02:22:30.000Z  40  5.400 //   --- __
2012-01-06T02:30:00.000Z  60  5.250 //   --- __
2012-01-06T02:37:30.000Z  20  4.075 //   --- __
2012-01-06T02:45:00.000Z  70  3.950 //   --- __
2012-01-06T02:52:30.000Z  60  4.725 //   --- __
2012-01-06T03:00:00.000Z  70  4.400 //   --- __
2012-01-06T03:07:30.000Z  60  4.275 //   --- __
2012-01-06T03:15:00.000Z   0  4.050 //   --- __
2012-01-06T03:22:30.000Z   0  3.900 //   --- __
2012-01-06T03:30:00.000Z  20  3.125 //   --- __
2012-01-06T03:37:30.000Z  40  3.675 //   --- __
2012-01-06T03:45:00.000Z  70  3.225 //   --- __
2012-01-06T03:52:30.000Z  70  3.100 //   --- __
2012-01-06T04:00:00.000Z  70  3.200 //   --- __
2012-01-06T04:07:30.000Z  70  3.050 //   --- __
2012-01-06T04:15:00.000Z  70  2.825 //   --- __
2012-01-06T04:22:30.000Z  70  2.625 //   --- __
2012-01-06T04:37:30.000Z  70  2.550 //   --- __
2012-01-06T04:45:00.000Z  60  2.675 //   --- __
2012-01-06T04:52:30.000Z  70  2.550 //   --- __
2012-01-06T05:00:00.000Z  40  2.525 //   --- __
2012-01-06T05:07:30.000Z  70  2.450 //   --- __
2012-01-06T05:15:00.000Z  70  2.475 //   --- __
2012-01-06T05:22:30.000Z  45  2.150 //   --- __
2012-01-06T05:30:00.000Z  35  2.200 //  1.73 //
2012-01-06T05:37:30.000Z  55  2.400 //  1.83 //
2012-01-06T05:45:00.000Z  70  2.225 //   --- __
2012-01-06T05:52:30.000Z  70  2.425 //   --- __
2012-01-06T06:00:00.000Z  70  2.325 //  1.73 //
2012-01-06T06:07:30.000Z  80  2.425 //   --- __
2012-01-06T06:15:00.000Z  70  2.250 //   --- __
2012-01-06T06:22:30.000Z  40  2.150 //   --- __
2012-01-06T06:30:00.000Z  70  2.275 //   --- __
2012-01-06T06:37:30.000Z  70  2.275 //   --- __
2012-01-06T06:45:00.000Z  70  2.275 //   --- __
2012-01-06T06:52:30.000Z  70  2.225 //   --- __
2012-01-06T07:00:00.000Z  70  2.200 //   --- __
2012-01-06T07:15:00.000Z  70  2.125 //   --- __
2012-01-06T07:22:30.000Z  70  2.250 //   --- __
2012-01-06T07:30:00.000Z  70  2.150 //   --- __
2012-01-06T07:37:30.000Z  70  2.275 //   --- __
2012-01-06T07:45:00.000Z  70  2.125 //   --- __
2012-01-06T07:52:30.000Z  80  2.150 //   --- __
2012-01-06T08:00:00.000Z  45  2.176 //   --- __
2012-01-06T08:07:30.000Z  80  2.150 //   --- __
2012-01-06T08:15:00.000Z  70  2.025 //   --- __
2012-01-06T08:22:30.000Z  20  2.025 //  2.55 //
2012-01-06T08:30:00.000Z  40  2.000 //  2.22 //
2012-01-06T08:45:00.000Z  40  1.950 //  2.67 //
2012-01-06T08:52:30.000Z  65  1.975 //   --- __
2012-01-06T09:00:00.000Z  65  2.025 //   --- __
2012-01-06T09:07:30.000Z  45  2.025 //   --- __
2012-01-06T09:15:00.000Z  40  2.150 //  2.85 //
2012-01-06T09:22:30.000Z  40  1.925 //  2.97 //
2012-01-06T09:30:00.000Z  40  1.875 //  3.08 //
2012-01-06T09:37:30.000Z  70    --- __  4.75 //
2012-01-06T09:45:00.000Z  70    --- __  4.00 //
2012-01-06T09:52:30.000Z  70    --- __  2.92 //
2012-01-06T10:00:00.000Z  70    --- __  2.70 //
2012-01-06T10:07:30.000Z  80  5.850 //  2.72 //
2012-01-06T10:15:00.000Z  70    --- __  3.28 //
2012-01-06T10:22:30.000Z  70    --- __  3.67 //
2012-01-06T10:30:00.000Z  75    --- __  4.50 //
2012-01-06T10:37:30.000Z   0  5.875 //  4.05 //
2012-01-06T10:45:00.000Z  75    --- __  3.28 //
2012-01-06T10:52:30.000Z  75    --- __  3.05 //
2012-01-06T11:00:00.000Z  75    --- __  3.10 //
2012-01-06T11:07:30.000Z  75    --- __  2.70 //
2012-01-06T11:15:00.000Z  70    --- __  1.98 //
2012-01-06T12:00:00.000Z  50  3.675 //   --- __
2012-01-06T12:07:30.000Z  60  4.825 //   --- __
2012-01-06T14:00:00.000Z  70    --- __  2.00 //
2012-01-06T14:22:30.000Z   0  7.075 //   --- __
2012-01-06T15:15:00.000Z  25    --- __  2.25 //
2012-01-06T15:30:00.000Z  70    --- __  2.42 //
2012-01-06T15:37:30.000Z  70    --- __  2.17 //
2012-01-06T15:45:00.000Z  45  1.550 //  2.20 //
2012-01-06T15:52:30.000Z  25    --- __  2.85 //
2012-01-06T16:00:00.000Z  70    --- __  2.28 //
2012-01-06T16:07:30.000Z  45  2.600 //  2.53 //
2012-01-06T16:15:00.000Z  70    --- __  3.50 //
2012-01-06T16:22:30.000Z  70    --- __  2.50 //
2012-01-06T16:30:00.000Z  70    --- __  2.63 //
2012-01-06T16:37:30.000Z  75    --- __  2.78 //
2012-01-06T16:45:00.000Z  75    --- __  2.58 //
2012-01-06T16:52:30.000Z  20    --- __  2.05 //
2012-01-06T17:00:00.000Z  25  1.550 //  1.98 //
2012-01-06T17:15:00.000Z  70    --- __  2.60 //
2012-01-06T17:22:30.000Z  70    --- __  2.88 //
2012-01-06T17:30:00.000Z  45  2.000 //  2.50 //
2012-01-06T17:37:30.000Z  70  2.275 //  2.47 //
2012-01-06T17:45:00.000Z  35  2.600 //  2.40 //
